NM_VOTAVEL,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,QT_VOTOS
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1198,E. E. DE IAUARETÊ,5
MAURICIO WILKER DE AZEVEDO BARRETO,TAPAUÁ,38,1040,E. E. ANTÔNIO FERREIRA DE OLIVEIRA,5
MAURICIO WILKER DE AZEVEDO BARRETO,TAPAUÁ,38,1090,E.M. PANTALEÃO AURÉLIO DE ARAÚJO,5
MAURICIO WILKER DE AZEVEDO BARRETO,TEFÉ,9,1228,E. E. SAO JOSE,5
MAURICIO WILKER DE AZEVEDO BARRETO,URUCARÁ,27,1112,E. M. FELISBELA PAES DE OLIVEIRA,5
MAURICIO WILKER DE AZEVEDO BARRETO,ANORI,33,1104,E. M. NOVA UNIÃO,4
MAURICIO WILKER DE AZEVEDO BARRETO,ANORI,33,1112,E. M. SÃO MATIAS,4
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1228,E. M. SANTA TEREZA,4
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1295,E. M. CRISTO REI,4
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1015,C. E. JOAO LOBO,4
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1040,E. E. MARCAL MACHADO GIRAO,4
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1350,G. P. ARTHUR CAETANO,4
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1082,E. M. FRANCISCA DAS CHAGAS,4
MAURICIO WILKER DE AZEVEDO BARRETO,GUAJARÁ,45,1120,E. E. JOSÉ ELNO FERREIRA DE SOUZA,4
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1520,E. M. DONA LINA GOMES DA SILVA,4
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1619,E. M. PROF. LUÍZA MENDES,4
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1996,E. M. DR. VICENTE DE MENDONÇA JUNIOR,4
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,2089,E. M. OSMARINA MELO DE OLIVEIRA,4
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1015,E. E. FRANCIDENE SOARES BARROSO,4
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1031,E. M. PADRE GUILHERME BURMANJE,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1244,E. E. CASTELO BRANCO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,1,2259,COLEGIO AMAZONENSE DOM PEDRO II,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,1,2330,CENTRO DE REFERÊNCIA DA FAMÍLIA ANDRÉ ARAÚJO - CECF,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,1910,E. E. ISAAC BENZECRY,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,1953,CMEI PROF. JOSE ERICO II,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,32,2100,E. M. MONSENHOR FRANCISCO DA SILVEIRA PINTO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,40,1805,E. M. NOSSA SENHORA DE FÁTIMA,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,59,2097,E. E. CACILDA BRAULE PINTO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,62,1996,E. M. JOÃO APARECIDO ALVES DOS SANTOS,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,1848,CMEI MOACIR ANDRADE,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,2178,E. E. PROF. ERNANE NASCIMENTO SIMÃO (AO LADO DO ÁUREA BRAGA),4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,1880,E. M. SEN. DARCY RIBEIRO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,2062,E. E. BELARMINO MARREIRO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,2070,E. M. GOVERNADOR EDUARDO RIBEIRO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,2178,C. E. RECANTO DA CRIANÇA INTERATIVA - PARTICULAR,4
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,2216,E. E. BELARMINO MARREIRO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MAUÉS,5,1015,E. E. PROF. MARIA DA GRACA NOGUEIRA,4
MAURICIO WILKER DE AZEVEDO BARRETO,MAUÉS,5,1040,E. E. CASTELO BRANCO,4
MAURICIO WILKER DE AZEVEDO BARRETO,MAUÉS,5,1252,E. M. SALUM DE ALMEIDA,4
MAURICIO WILKER DE AZEVEDO BARRETO,NHAMUNDÁ,43,1066,E. M. JOSÉ GAUDÊNCIO,4
MAURICIO WILKER DE AZEVEDO BARRETO,NOVA OLINDA DO NORTE,35,1040,E. E. ABILIO NERY,4
MAURICIO WILKER DE AZEVEDO BARRETO,PAUINI,44,1074,E. M. LUIZ VENANCIO,4
MAURICIO WILKER DE AZEVEDO BARRETO,PRESIDENTE FIGUEIREDO,51,1171,IFAM - CAMPUS PRESIDENTE FIGUEIREDO,4
MAURICIO WILKER DE AZEVEDO BARRETO,RIO PRETO DA EVA,68,1147,CEMEI - MARCELINO VIEIRA,4
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1210,E. M. DE ASSUNÇÃO DO IÇANA,4
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1520,E. M. DE JUIVITERA,4
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1546,E. M. DE BOCA DA ESTRADA,4
MAURICIO WILKER DE AZEVEDO BARRETO,TABATINGA,36,1090,E. M. INDÍGENA PARANA DA SAUDADE,4
MAURICIO WILKER DE AZEVEDO BARRETO,TEFÉ,9,1236,E. E. SANTA TERESA,4
MAURICIO WILKER DE AZEVEDO BARRETO,TEFÉ,9,1570,E. M. WENCESLAU DE QUEIROZ,4
MAURICIO WILKER DE AZEVEDO BARRETO,ALVARÃES,60,1082,CLUBE DE MÃES,3
MAURICIO WILKER DE AZEVEDO BARRETO,ATALAIA DO NORTE,42,1139,POLO BASE DE SAÚDE - ALDEIA VIDA NOVA,3
MAURICIO WILKER DE AZEVEDO BARRETO,ATALAIA DO NORTE,42,1171,E. M. JOSÉ RODRIGUES DE ALMEIDA,3
MAURICIO WILKER DE AZEVEDO BARRETO,AUTAZES,35,1104,E. M. ALVINA CAVALCANTE TUPINAMBÁ,3
MAURICIO WILKER DE AZEVEDO BARRETO,BENJAMIN CONSTANT,20,1317,E. M. INDÍGENA PROF. LISBÃO GALDINO MERAUCU,3
MAURICIO WILKER DE AZEVEDO BARRETO,BOA VISTA DO RAMOS,5,1155,E. E. PROFª GERCILIA BARBOSA SAMPAIO,3
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1309,E. E. TANCREDO DE ALMEIDA NEVES,3
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1163,C. E. IRMA SERAFINA,3
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1490,E. M. LUIZ FREITAS DE MORAES,3
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1554,E. M. HUMBELINA DE SOUZA,3
MAURICIO WILKER DE AZEVEDO BARRETO,CODAJÁS,7,1716,E. M. DONA MARIA BRAGA,3
MAURICIO WILKER DE AZEVEDO BARRETO,CODAJÁS,7,1759,E. E. PROF. LUIZ GONZAGA DE SOUZA FILHO,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1554,E. M. NOSSA SENHORA DE FÁTIMA,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1660,E. M. ARAÚJO LIMA,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1686,E. M. BARTOLOMEU DIAS GUSMÃO,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1937,E. M. ULISSES GUIMARÃES,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITAPIRANGA,24,1015,E. E. PROF. TEREZA SANTOS,3
MAURICIO WILKER DE AZEVEDO BARRETO,ITAPIRANGA,24,1139,E. M. PROF. MARIA ROSALINA DE OLIVEIRA PINHO,3
MAURICIO WILKER DE AZEVEDO BARRETO,JAPURÁ,48,1023,E. E. DUQUE DE CAXIAS,3
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1325,E. M. PROF. MARIA SOCORRO BRITO LIMA,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1104,E. E. LEOPOLDO NEVES,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1155,SESC RESTAURAÇÃO,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1201,CIE AGRA REIS,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1511,E. E. REGINA FERNANDES,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1554,EMEF SÃO FRANCISCO,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1686,EMEF PROF. MANOEL AFONSO DE BRITO,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAQUIRI,23,1015,E. E. ANSELMO JACOB,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,1,2186,IFAM - INST FED DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO AMAZONAS,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,1902,E. M. JOÃO VALENTE,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,2054,CMEI PADRE LUIS RUAS,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,37,2038,CMEI JURACY FREITAS MACIEL,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,37,2127,CENTRO DE TREINAMENTO PADRE JOSE DE ANCHIETA - CEPAN,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,40,1449,E. M. DIVINO ESPIRITO SANTO,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,40,1651,E. M. NEUZA DOS SANTOS RIBEIRO,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,59,2160,CEMEI DILSEN SILVA ALVES,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,1775,CMEI BEATRIZ SVERNER (OPÇÃO PARA O ARTHUR ENGRÁCIO),3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,1929,E. M. ALBÉRICO ANTUNES DE OLIVEIRA,3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,2100,E. M. PROF. DAVISON DE ARAUJO PEREIRA (OPÇÃO PARA O FRANCISCO GUEDES),3
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,70,2038,EMEF. MIGUEL ARRAES DE ALENCAR,3
MAURICIO WILKER DE AZEVEDO BARRETO,NHAMUNDÁ,43,1023,E. E. PROF. ENERY BARBOSA DOS SANTOS,3
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1031,E. E. PADRE JORGE FREZZINI,3
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1775,E. E. DOM GINO MALVESTIO,3
MAURICIO WILKER DE AZEVEDO BARRETO,PRESIDENTE FIGUEIREDO,51,1015,E. E. MARIA CALDERARO,3
MAURICIO WILKER DE AZEVEDO BARRETO,PRESIDENTE FIGUEIREDO,51,1147,E. E. PRESIDENTE FIGUEIREDO,3
MAURICIO WILKER DE AZEVEDO BARRETO,PRESIDENTE FIGUEIREDO,51,1163,E. M. DEISY LAMMEL HENDGES,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1139,E. M. DE TAPURUCUARA MIRIM,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1236,E. M. DE VILA NOVA,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1538,E. M. DE CANADÁ,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1562,E. E. DO BALAIO (YEPAMAHSÃ IMIKOHORIMAHSÃ),3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO PAULO DE OLIVENÇA,22,1066,E. E. DESEMBARGADOR JOAO REBELO CORREA,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO PAULO DE OLIVENÇA,22,1120,E. M. INDÍGENA TIKUNA NECURACU,3
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO PAULO DE OLIVENÇA,22,1198,E. M. INDÍGENA TIKUNA UNUPU,3
MAURICIO WILKER DE AZEVEDO BARRETO,ATALAIA DO NORTE,42,1155,POLO BASE DE SAUDE - ALDEIA PARAISO,2
MAURICIO WILKER DE AZEVEDO BARRETO,AUTAZES,35,1457,E. M. MARQUINA CORDOVIL GUIMARÃES,2
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1104,E. E. ANTONIO BELCHIOR CABRAL,2
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1180,E. E. STADUAL NILO PEREIRA,2
MAURICIO WILKER DE AZEVEDO BARRETO,BERURI,54,1112,E. E. PROF. GILBERTO MESTRINHO,2
MAURICIO WILKER DE AZEVEDO BARRETO,BERURI,54,1163,E. E. GETULIO VARGAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,BOA VISTA DO RAMOS,5,1066,GRUPO ESCOLAR SEN. JOAO BOSCO,2
MAURICIO WILKER DE AZEVEDO BARRETO,CAAPIRANGA,6,1058,E. E. CARMINA DE CASTRO,2
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1031,E. E. THOME FERREIRA SANTIAGO,2
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1228,E. M. ARTUR MENEZES DE OLIVEIRA,2
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1341,E. E. SEN. FABIO LUCENA,2
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1368,E. M. MARIA MERCEDES,2
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1546,E. M. SEBASTIÃO RODRIGUES DO NASCIMENTO,2
MAURICIO WILKER DE AZEVEDO BARRETO,CODAJÁS,7,1775,CETI JOSÉ ARAÚJO RODRIGUES,2
MAURICIO WILKER DE AZEVEDO BARRETO,HUMAITÁ,17,1074,E. E. DUQUE DE CAXIAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,HUMAITÁ,17,1384,E. E. PATRONATO MARIA AUXILIADORA,2
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1236,E. M. PROF. CÍCERO MONTEIRO,2
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1384,E. M. PROF. ERVILA DE SOUZA ASSIS,2
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1589,C.E.T.I. MARIA IZABEL DESTERRO E SILVA,2
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1368,E. M. MONSENHOR JOAQUIM PEREIRA,2
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1759,E. M. BENJAMIM CONSTANT,2
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1830,E. M. JOÃO RAMALHO,2
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1970,E. M. PAES DE ANDRADE,2
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1023,E. E. SANTOS DUMONT,2
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1465,E. E. THOMÉ DE MEDEIROS RAPOSO,2
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1490,INSTITUTO FEDERAL DO AMAZONAS - IFAM,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1147,EMEF MARIA DO SOCORRO QUEIROZ FARIAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1333,EMEF PROF. MARIA DE NAZARÉ OLIVEIRA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1384,E. E. VIRGÍLIA ALEXANDRE MADDY,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANACAPURU,6,1643,UNIVERSIDADE DO ESTADO DO AMAZONAS - UEA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAQUIRI,23,1023,E. M. ANTONIA JESUINA DE MORAES,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAQUIRI,23,1120,CECI - MÁRIO VAZ DE AGUIAR,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAQUIRI,23,1171,E. M. VIRGILIO ALEXANDRE,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,2100,E. M. VILA DA FELICIDADE,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,2224,E. M. PADRE JOSÉ DE ANCHIETA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,31,2240,C. E. ELANE COELHO,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,32,2291,E. M. PROF. PERCILIA DO NASCIMENTO SOUZA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,37,1945,E. M. TEREZA ROSA ABTIBOL,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,40,1511,E. M. SAO JOSE,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,40,1597,E. M. BOM JESUS,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,62,2003,E. M. ANA CRISTINA DE AQUINO,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,2135,E. E. JAIRO DA SILVA ROCHA (ANTIGA DAISAKU IKEDA),2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,63,2151,E. M. MANOEL FRANCISCO GARCIA MARQUES,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,65,1856,E. E. ANA NEIRE MARQUES DA SILVA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,68,1902,E. M. NOSSA SENHORA DAS GRAÇAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,MANAUS,68,1910,E. M. ABILIO ALENCAR,2
MAURICIO WILKER DE AZEVEDO BARRETO,MARAÃ,49,1023,E. E.  BENTA SOLART,2
MAURICIO WILKER DE AZEVEDO BARRETO,MARAÃ,49,1112,E. M. SÃO FRANCISCO DO CAPIVARA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MAUÉS,5,1023,E. E. SANTINA FILIZOLA,2
MAURICIO WILKER DE AZEVEDO BARRETO,MAUÉS,5,1120,UNIVERSIDADE ESTADUAL DO AMAZONAS - UEA,2
MAURICIO WILKER DE AZEVEDO BARRETO,NHAMUNDÁ,43,1414,E. E. PROF. RAIMUNDO DA SILVA MELO,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVA OLINDA DO NORTE,35,1015,E. M. MARIA DE FÁTIMA PACHECO,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVA OLINDA DO NORTE,35,1112,E. E. PROF. JOSÉ PAULA DE SÁ,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVA OLINDA DO NORTE,35,1139,U.E.A. - UNIVERSIDADE DO ESTADO DO AMAZONAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVO AIRÃO,34,1120,E. M. DOM PEDRO II,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVO ARIPUANÃ,29,1147,E. M. JOAO FLAVIO DORVAL,2
MAURICIO WILKER DE AZEVEDO BARRETO,NOVO ARIPUANÃ,29,1279,CEMEI CAMILO DA FONSECA GONCALVES,2
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1066,E. E. SENADOR ALVARO MAIA,2
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1139,E. E. SUZANA DE JESUS AZEDO,2
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1317,CESP  UNIVERSIDADE DO ESTADO DO AMAZONAS,2
MAURICIO WILKER DE AZEVEDO BARRETO,PARINTINS,4,1686,E. E. CETI  GLAUCIO BENTES GONÇALVES,2
MAURICIO WILKER DE AZEVEDO BARRETO,RIO PRETO DA EVA,68,1171,E. M. IVANILDE BRAGA BRANDÃO,2
MAURICIO WILKER DE AZEVEDO BARRETO,SILVES,24,1031,E. M. ALDA MARTINS,2
MAURICIO WILKER DE AZEVEDO BARRETO,SILVES,24,1040,E. M. SENADOR ALVARO MAIA,2
MAURICIO WILKER DE AZEVEDO BARRETO,SÃO GABRIEL DA CACHOEIRA,19,1171,E. M. DE CURICURIARI,2
MAURICIO WILKER DE AZEVEDO BARRETO,TABATINGA,36,1198,E. M. INDÍGENA MARECHAL RONDON,2
MAURICIO WILKER DE AZEVEDO BARRETO,TAPAUÁ,38,1104,E. M. PAULO FREIRE,2
MAURICIO WILKER DE AZEVEDO BARRETO,TEFÉ,9,1562,E. M. PROF. HELYON DE OLIVEIRA,2
MAURICIO WILKER DE AZEVEDO BARRETO,TONANTINS,47,1074,E. M. JORGINA ARAÚJO,2
MAURICIO WILKER DE AZEVEDO BARRETO,URUCARÁ,27,1058,E. E. RAMALHO JUNIOR,2
MAURICIO WILKER DE AZEVEDO BARRETO,URUCARÁ,27,1120,C. E. PEDRO FALABELLA,2
MAURICIO WILKER DE AZEVEDO BARRETO,URUCURITUBA,3,1171,E. E. ARMANDO KETTLE,2
MAURICIO WILKER DE AZEVEDO BARRETO,AMATURÁ,22,1015,E. M. EUDÓCIA DE ANDRADE,1
MAURICIO WILKER DE AZEVEDO BARRETO,AMATURÁ,22,1040,E. M. SILVIO PINTO RIBEIRO,1
MAURICIO WILKER DE AZEVEDO BARRETO,AMATURÁ,22,1104,E. E. AMATURÁ,1
MAURICIO WILKER DE AZEVEDO BARRETO,APUÍ,67,1147,C. E. PADRE FALIEIRO,1
MAURICIO WILKER DE AZEVEDO BARRETO,ATALAIA DO NORTE,42,1112,E. M. BRAZ TUKUNA,1
MAURICIO WILKER DE AZEVEDO BARRETO,AUTAZES,35,1040,E. M. PROF. ZIMA CABRAL,1
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1325,E. M. ROSA CABRAL,1
MAURICIO WILKER DE AZEVEDO BARRETO,BARREIRINHA,26,1406,E. M. ÁLVARO MAIA,1
MAURICIO WILKER DE AZEVEDO BARRETO,BOCA DO ACRE,14,1015,E. E. JACINTO ALE,1
MAURICIO WILKER DE AZEVEDO BARRETO,BOCA DO ACRE,14,1317,E. E. CORONEL JOSÉ ASSUNÇÃO,1
MAURICIO WILKER DE AZEVEDO BARRETO,BORBA,15,1082,E. E. PROF. LOURENCO RODRIGUES DA MOTTA,1
MAURICIO WILKER DE AZEVEDO BARRETO,BORBA,15,1147,E. M. DES. FRANCISCO DAS CHAGAS AUZIER MOREIRA,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAAPIRANGA,6,1040,E. M. SÃO JORGE,1
MAURICIO WILKER DE AZEVEDO BARRETO,CARAUARI,21,1090,E. E. CEL. ALFREDO MARQUES DA SILVEIRA,1
MAURICIO WILKER DE AZEVEDO BARRETO,CARAUARI,21,1392,E. M. PROF. ELIZA PEDROSA,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1376,E. M. 22 DE SETEMBRO,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1384,E. M. FRANCISCA PAULA,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO,23,1430,E. M. BOA VISTA II,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1023,E. E. FREI ISIDORO YRIGOEN,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1066,E. M. BALBINA MESTRINHO,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1201,E. E. ANTONIO FERREIRA GUEDES,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1210,E. E.  VITAL ANDRADE BRANDAO,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1260,E. M. WALDOMIRO LOPES,1
MAURICIO WILKER DE AZEVEDO BARRETO,CAREIRO DA VÁRZEA,31,1350,E. M. SAO JOSE,1
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1287,E. M. HIGINA TAVARES DA SILVA,1
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1333,E. M. DEOLINDO DANTAS,1
MAURICIO WILKER DE AZEVEDO BARRETO,COARI,8,1350,E. M. CLEMENTE VIEIRA SOARES,1
MAURICIO WILKER DE AZEVEDO BARRETO,CODAJÁS,7,1767,E. M. PROF. AMÉLIA DE SOUZA PEREIRA,1
MAURICIO WILKER DE AZEVEDO BARRETO,CODAJÁS,7,1791,E. M. INSTITUTO EURICO NELSON,1
MAURICIO WILKER DE AZEVEDO BARRETO,GUAJARÁ,45,1031,E. M. ENEDINA HERCULANO,1
MAURICIO WILKER DE AZEVEDO BARRETO,HUMAITÁ,17,1171,E. M. DOM BOSCO,1
MAURICIO WILKER DE AZEVEDO BARRETO,HUMAITÁ,17,1287,E. M. NOSSA SENHORA DO CARMO,1
MAURICIO WILKER DE AZEVEDO BARRETO,HUMAITÁ,17,1449,UFAM - CAMPUS ACADÊMICO,1
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1082,E. M. JOVINO COELHO,1
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1090,E. M. CASTELO BRANCO,1
MAURICIO WILKER DE AZEVEDO BARRETO,IRANDUBA,56,1120,E. M. SANTA LUZIA XIBORENA,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1406,E. M. DR. DELFIM MOREIRA,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1430,E. M. ALMIRANTE CUSTÓDIO DE MELO,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1678,E. M. JOAQUIM ALVES DE LIMA VERDE,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITACOATIARA,3,1732,E. M. PEDRO TEIXEIRA,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1074,E. M. DE REGIME INTEGRAL PROF. MAGIDE TEIXEIRA DE PAULA,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1112,CECI,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITAMARATI,69,1163,E. M. FRANCISCA GOMES LOBO,1
MAURICIO WILKER DE AZEVEDO BARRETO,ITAPIRANGA,24,1120,E. E. PROF. MILETO BATISTA,1
MAURICIO WILKER DE AZEVEDO BARRETO,JURUÁ,50,1066,E. E. ARMANDO BERREDO,1
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1295,E. E. PROF. BALBINA MESTRINHO,1
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1333,E. E. EDUCANDARIO SANTA RITA,1
MAURICIO WILKER DE AZEVEDO BARRETO,LÁBREA,12,1570,E. E. SANTO AGOSTINHO,1
