NM_VOTAVEL,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,QT_VOTOS
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1279,E. M. IRMÃ MARIA CARMEM CRONENBOLD,48
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2097,E. M. ELVIRA BORGES,48
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1945,E. M. ENG JOÃO ALBERTO DE MENEZES BRAGA.,48
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2054,CEMEI ABELINHA,48
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1627,E. E. MARIA DA LUZ CALDERARO,48
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1953,E. E. BELARMINO MARREIRO,48
ABDALA HABIB FRAXE JUNIOR,TAPAUÁ,38,1104,E. M. PAULO FREIRE,48
ABDALA HABIB FRAXE JUNIOR,ATALAIA DO NORTE,42,1074,E. M. RAIMUNDA GALATE,47
ABDALA HABIB FRAXE JUNIOR,BARCELOS,18,1139,EMEI CRECHE TAYNA SURI,47
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1163,E. M. I NOVO PORTO LIMA,47
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1384,E. E. PATRONATO MARIA AUXILIADORA,47
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1686,EMEF PROF. MANOEL AFONSO DE BRITO,47
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2054,E. E. 1º DE MAIO,47
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,2186,E. E. PAULA ANGELA FRANSSINETTI,47
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1961,E. M. VICENTE DE PAULA,47
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,2003,E. M. ALMERON CAMINHA MONTEIRO,47
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1066,E. M. OLAVO BILAC,46
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1562,E. E. JOSE RIBAMAR DA COSTA,46
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1813,E. E. DOM JOAO DE SOUZA LIMA,46
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1708,E. E. ERNESTO PINHO FILHO,46
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1406,E. E. ARISTEU DAS NEVES BICHO,46
ABDALA HABIB FRAXE JUNIOR,AMATURÁ,22,1090,E. M. ÍNDÍGENA SANTA CRUZ,45
ABDALA HABIB FRAXE JUNIOR,AUTAZES,35,1015,E. E. ISAURA TORRES DA SILVA,45
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1716,E. E. JAMIL SEFFAIR,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,2127,E. E. ANTOVILA MOURÃO VIEIRA,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1899,COLEGIO MILITAR DA POLICIA MILITAR,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1627,E. M. FIRME NA FE,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1937,E. E. SEN JOÃO BOSCO RAMOS DE LIMA,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2046,E. E. MANUEL RODRIGUES DE SOUZA,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1830,E. M. GOV. PLINIO RAMOS COELHO,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1724,E. M. ROSA SVERNER,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1813,E. M. DR. ARISTÓFANES BEZERRA DE CASTRO,45
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1856,E. M. ANTISTHENES DE OLIVEIRA PINTO,45
ABDALA HABIB FRAXE JUNIOR,RIO PRETO DA EVA,68,1120,E. E. RAIMUNDO PAZ,45
ABDALA HABIB FRAXE JUNIOR,TAPAUÁ,38,1090,E.M. PANTALEÃO AURÉLIO DE ARAÚJO,45
ABDALA HABIB FRAXE JUNIOR,BARREIRINHA,26,1066,E. E. JACY DUTRA,44
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1201,E. M. INDÍGENA PORTO CORDEIRINHO,44
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2143,E. M. PADRE JOAO DVRIES,44
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1872,E. M. MARIA DO CARMO REBELLO DE SOUZA,44
ABDALA HABIB FRAXE JUNIOR,MAUÉS,5,1031,E. E. WALTON RODRIGUES BIZANTINO,44
ABDALA HABIB FRAXE JUNIOR,CODAJÁS,7,1775,CETI JOSÉ ARAÚJO RODRIGUES,43
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1503,E. E. MARECHAL HERMES,43
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1791,E. E. DESDOR ANDRE ARAUJO.,43
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,2097,E. M. RAIMUNDO THEODORO BOTINELLY ASSUMPÇÃO,43
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1970,E. E. SENADOR EVANDRO DAS NEVES CARREIRA,43
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1813,CETI ELISA BESSA FREIRE,43
ABDALA HABIB FRAXE JUNIOR,ENVIRA,46,1015,E. E. PRESIDENTE  CASTELO BRANCO,42
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1457,E. M. ÁUREA FERREIRA CAÇÃO,42
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1201,CIE AGRA REIS,42
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2127,E. E. PADRE PEDRO GISLANDY,42
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2305,E. M. PROF. FRANCISCA PERGENTINA DA SILVA,42
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,2003,E. E. PROF. JORGE KARAM NETO,42
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,2070,E. M. DR. VICENTE MENDONÇA JÚNIOR,42
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1660,E. E. RAFAEL HENRIQUE PINHEIRO DOS SANTOS,42
ABDALA HABIB FRAXE JUNIOR,MAUÉS,5,1341,E. M. FRANCISCO CANINDE CAVALCANTE,42
ABDALA HABIB FRAXE JUNIOR,AUTAZES,35,1171,E. M. RAIMUNDA CALDAS,41
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1155,E. M. INDÍGENA MARECHAL RONDON,41
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1171,E. M. SOFIA BARBOSA,41
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1244,E. E. CASTELO BRANCO,41
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1678,E. M. ZORAIDA R. ALEXANDRE,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1953,E. E. HOMERO DE MIRANDA LEAO,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,2020,E. E. DR. JOSE MILTON BANDEIRA,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1619,E. M. ANTONIO MORAES,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1651,E. M. PROF. MARLY GARGANTA,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1929,E. M. DOM LUIZ VIEIRA,41
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1970,E. E. JURACY BATISTA GOMES,41
ABDALA HABIB FRAXE JUNIOR,PARINTINS,4,1341,E. E. CABURI,41
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1058,E. M. SANTO ANTÔNIO,40
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2135,E. M. MARIA FERNANDES,40
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1813,IFAM (COLÉGIO AGRÍCOLA),40
ABDALA HABIB FRAXE JUNIOR,CAREIRO,23,1031,E. E. THOME FERREIRA SANTIAGO,39
ABDALA HABIB FRAXE JUNIOR,CAREIRO,23,1503,CETI PROF. MARIA ADELAIDE MARINHO HORTÊNCIO,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,2232,E. E. MACHADO DE ASSIS,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,1929,E. E. GOVERNADOR MELO E POVOAS,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1856,E. E. MARCANTONIO VILAÇA,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1996,E. M. PROF. JULIO CESAR DE MORAES PASSOS,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2291,E. E. MARIA MADALENA SANTANA DE LIMA,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1678,E. E. TEREZA DE JESUS VASCONCELOS DIAS,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1961,E. M. MADRE TEREZA DE CALCUTÁ,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1511,E. E. INSPETORA DULCINEIA VARELA MOURA,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1694,E. E. PROF. SEBASTIAO AUGUSTO LOUREIRO FILHO,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1961,E. E. RAIMUNDA HOLANDA DE SOUZA,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,2020,CMEI AILTON ROTH,39
ABDALA HABIB FRAXE JUNIOR,NHAMUNDÁ,43,1384,E. M. DÍDIMO ROSSY,39
ABDALA HABIB FRAXE JUNIOR,RIO PRETO DA EVA,68,1201,E. M. GOV. GILBERTO MESTRINHO,39
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2380,E. E. SEN. CUNHA MELO,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1457,E. E. SEN PETRONIO PORTELLA,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1511,E. M. SAO JOSE,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1520,E. E. ANTONIO ENCARNACAO FILHO,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,2046,CMEI ARGENTINA BARROS.,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2259,E. E. PROF. MYRTHES MARQUES TRIGUEIRO,38
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1872,E. M. JARLECE DA CONCEIÇÃO ZARANZA,38
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1422,E. E. MARIA SA MOTA,38
ABDALA HABIB FRAXE JUNIOR,RIO PRETO DA EVA,68,1023,CRECHE DONA MARIA JOSE DA SILVA BATISTA,38
ABDALA HABIB FRAXE JUNIOR,BARCELOS,18,1155,"EMEI DR FRANCISCO JAVIER VALDIVIA ESTEFANERO, S/NR",37
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1821,SECRETARIA DE ESTADO DA FAZENDA - SEFAZ,37
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1872,E. M. ANA MOTA BRAGA,37
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1899,E. E. JULIO CESAR DE MORAES PASSOS,37
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1813,E. M. JOAO GOULART,37
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1678,E. E. VASCO VASQUES,37
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1783,E. M. DR. PAULO PINTO NERY,37
ABDALA HABIB FRAXE JUNIOR,SÃO PAULO DE OLIVENÇA,22,1171,E. M. BAMA,37
ABDALA HABIB FRAXE JUNIOR,BERURI,54,1112,E. E. PROF. GILBERTO MESTRINHO,36
ABDALA HABIB FRAXE JUNIOR,BOA VISTA DO RAMOS,5,1120,E. M. ROSA MICHILES,36
ABDALA HABIB FRAXE JUNIOR,JURUÁ,50,1066,E. E. ARMANDO BERREDO,36
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1210,CEI JOAQUIM LULA,36
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1376,E. E. ANDRÉ VIDAL DE ARAÚJO,36
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1503,E. E. JOSÉ MOTA,36
ABDALA HABIB FRAXE JUNIOR,MANAUS,2,2062,COLÉGIO PALAS ATENAS,36
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,2216,E. M. ANASTÁCIO ASSUNÇÃO (ANTIGA SÃO LÁZARO),36
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2119,E. E. FUETH PAULO MOURÃO,36
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1872,E. E. PROF. SEBASTIANA BRAGA,36
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1724,E. M. MARECHAL CANDIDO RONDON,36
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1678,E. E. RUY ALENCAR,36
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1244,E. M. SANTO ANTONIO,36
ABDALA HABIB FRAXE JUNIOR,RIO PRETO DA EVA,68,1147,CEMEI - MARCELINO VIEIRA,36
ABDALA HABIB FRAXE JUNIOR,CARAUARI,21,1244,COM. NOVA ESPERANÇA - E. M. MARIA DE NAZARÉ,35
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1449,UFAM - CAMPUS ACADÊMICO,35
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1694,E. M. FRANCISCA MAFRA DE CARVALHO,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,1996,IFAM - INST FED DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO AMAZONAS,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2178,ESCOLA DE ENFERMAGEM DE MANAUS - UFAM,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2445,UNINORTE UNID 1 (RECEBEU AS SEÇÕES DO BRASILEIRO E FRANC ALBUQ),35
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2054,E. M. CARLOS GOMES,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2089,E. M. PROF. ALBERTO MAKAREM,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2143,E. E. JULIA BITTENCOURT,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1619,E. M. PROF. ELIANA LUCIA MONTEIRO DA SILVA,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,2011,E. E. FRANCISCA PAULA DE JESUS IZABEL,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1597,E. E. ARTHUR VIRGILIO FILHO,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1724,E. E. PROF DORVAL VARELA MOURA,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1759,E. M. SONIA MARIA DA SILVA BARBOSA,35
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1880,E. M. ULISSES GUIMARAES,35
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1120,E. E. ANTIDIO BORGES FACANHA,35
ABDALA HABIB FRAXE JUNIOR,AMATURÁ,22,1074,E. M. INDÍGENA SÃO FRANCISCO,34
ABDALA HABIB FRAXE JUNIOR,COARI,8,1180,E. E. DIAMANTINA RIBEIRO DE OLIVEIRA,34
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1236,E. E. MÁRIO DALMEIDA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2453,COLEGIO NOSSA SENHORA AUXILIADORA (SEÇÕES DO LUIZINHA NASCIMENTO),34
ABDALA HABIB FRAXE JUNIOR,MANAUS,2,1953,E. E. PROF. ALDA BARATA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1732,E. E. HUMBERTO DE CAMPOS,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1929,E. M. DR. JOAO QUEIROZ (ATRÁS DO SHOPPING SUMAÚMA).,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1970,E. M. SANTA RITA DE CASSIA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2178,E. M. ETELVINA PEREIRA BRAGA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1694,E. M. ANTONIA MEDEIROS DA SILVA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1988,E. M. ARTHUR ENGRACIO DA SILVA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1562,E. E. PROF. TEREZA SIQUEIRA TUPINAMBA,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1643,E. E. SEBASTIÃO NORÕES,34
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,2089,E. M. BIÓLOGO ADOLPHO DUCKE,34
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1414,E. M. PADRE SEBASTIAO,34
ABDALA HABIB FRAXE JUNIOR,CAREIRO,23,1236,E. M. SAO PEDRO I,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2321,E. E. MILBURGES BEZERRA DE ARAUJO,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2488,FACULDADE SANTA TERESA RECEBEU AS SEÇOES DA E E LEONOR SANTIAGO MOURÃO,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,2,1856,FACULDADE ESTÁCIO (ANTIGO CEL),33
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,1937,E. E. SANTO ANTONIO,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2046,E. E. BENJAMIN MAGALHÃES BRANDÃO,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1597,E.E.T.I. BILINGUE  PROF. DJALMA DA CUNHA BATISTA,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1686,E. E. FRANCISCA BOTINELLY CUNHA E SILVA,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1775,E. M. RODOLFO VALE,33
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1996,E. M. JORGE DE REZENDE SOBRINHO,33
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1490,C. E. MARTA FERREIRA,33
ABDALA HABIB FRAXE JUNIOR,PARINTINS,4,1775,E. E. DOM GINO MALVESTIO,33
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1554,C. E. GOVERNADOR GILBERTO MESTRINHO,33
ABDALA HABIB FRAXE JUNIOR,BERURI,54,1031,GRUPO ESCOLAR DE ITAPURU,32
ABDALA HABIB FRAXE JUNIOR,ITAPIRANGA,24,1104,E. E. QUITO TATIKAWA,32
ABDALA HABIB FRAXE JUNIOR,ITAPIRANGA,24,1139,E. M. PROF. MARIA ROSALINA DE OLIVEIRA PINHO,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2070,E. M. ARISTOTELES COMTE DE ALENCAR,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2089,E. E. ANTONIO NUNES JIMENEZ,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2216,E. E. PADRE LUIS RUAS,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2240,E. E. PROF. ARISTOTELES COMTE DE ALENCAR,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1562,E. M. NOSSA SENHORA DA PAZ,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1570,CMEI IRMA SERAFINA (PROX. MARECHAL RONDON),32
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1619,E. E. ITACYARA MARQUES PINHO,32
ABDALA HABIB FRAXE JUNIOR,MANAUS,68,1660,E. M. IRMA HELENA AUGUSTA WALCOT,32
ABDALA HABIB FRAXE JUNIOR,CODAJÁS,7,1600,E. M. VITORINO LÚCIO BARBOZA,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2089,ESCOLA SUPERIOR DE CIENCIAS DA SAUDE - UEA,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2208,FAMETRO UNIDADE CACHOEIRINHA,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2348,CENTRO ESTADUAL DE CONVIVÊNCIA DO IDOSO - CECI APARECIDA,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,1899,E. E. ANTONIO BITTENCOURT,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,62,1791,E. M. SIRIA MAMED AMED CHAGAS,31
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1694,E. M. PEQUENO PRINCIPE,31
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1309,E. M. SAO JOSE,31
ABDALA HABIB FRAXE JUNIOR,MAUÉS,5,1392,E. E. PREFEITO DONGA MICHILES,31
ABDALA HABIB FRAXE JUNIOR,BENJAMIN CONSTANT,20,1260,E. M. PROF. MARGARETE RABELO COELHO (ANTIGO CESBI),30
ABDALA HABIB FRAXE JUNIOR,CODAJÁS,7,1716,E. M. DONA MARIA BRAGA,30
ABDALA HABIB FRAXE JUNIOR,GUAJARÁ,45,1023,E. E. JOSE CARLOS MESTRINHO,30
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1813,E. M. THOMAS MEIRELLES,30
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,1902,E. M. PROF. NILTON LINS,30
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2186,E. M. PROF. AGENOR FERREIRA LIMA,30
ABDALA HABIB FRAXE JUNIOR,PARINTINS,4,1783,E. M. SÃO JOSÉ,30
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1287,E. M. WALTER CABRAL DE VASCONCELOS,30
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1589,CENTRO DE ESTUDO SUPERIOR TEFE- UEA,30
ABDALA HABIB FRAXE JUNIOR,BORBA,15,1074,E. M. DOUTOR ADELINO COSTA,29
ABDALA HABIB FRAXE JUNIOR,CARAUARI,21,1023,E. E. SÃO JOSÉ,29
ABDALA HABIB FRAXE JUNIOR,CARAUARI,21,1066,E. E. SÉRGIO RUFINO DE OLIVEIRA (GM3),29
ABDALA HABIB FRAXE JUNIOR,CAREIRO,23,1040,E. E. MARCAL MACHADO GIRAO,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2283,INSTITUTO DE EDUCACAO DO AMAZONAS,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,2,2003,E. E. ADERSON DE MENEZES,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,2208,E. E. PROF. NELSON ALVES FERREIRA,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,1961,E. E. ISAAC BENAYON SABBA,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2160,E. M. PROF. PERCILIA DO NASCIMENTO SOUZA,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,2003,E. E. LUCINDA FELIX DE AZEVEDO,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1767,E. E. GONCALVES DIAS,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2267,E. M. HEMETERIO CABRINHA,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,1821,E. M. FRANCISCA MENDES,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1783,E. M. PROF RITA DE CASSIA C. SILVA,29
ABDALA HABIB FRAXE JUNIOR,MANAUS,70,1910,E. M. PROFº. PAULO GRAÇA,29
ABDALA HABIB FRAXE JUNIOR,MANICORÉ,16,1058,E. E. EDUCANDARIO NOSSA SENHORA DAS GRACAS,29
ABDALA HABIB FRAXE JUNIOR,AUTAZES,35,1457,E. M. MARQUINA CORDOVIL GUIMARÃES,28
ABDALA HABIB FRAXE JUNIOR,BARCELOS,18,1104,EMEF EVARISTA BRAS,28
ABDALA HABIB FRAXE JUNIOR,BERURI,54,1171,E. M. CASTELO BRANCO,28
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1147,EMEF MARIA DO SOCORRO QUEIROZ FARIAS,28
ABDALA HABIB FRAXE JUNIOR,MANAUS,1,2135,E. E. ANGELO RAMAZZOTTI,28
ABDALA HABIB FRAXE JUNIOR,MANAUS,31,1988,E. E. PROF. ROXANA PEREIRA BONESSE,28
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2224,E. E. WALDEMIRO PERES LUSTOZA,28
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,1988,E. E. NATALIA UCHOA,28
ABDALA HABIB FRAXE JUNIOR,MANAUS,58,2070,E. M. LUCILA FREITAS,28
ABDALA HABIB FRAXE JUNIOR,BARREIRINHA,26,1392,E. M. HILMA DUTRA,27
ABDALA HABIB FRAXE JUNIOR,BORBA,15,1139,E. E. LOTHAR SUSSMAN,27
ABDALA HABIB FRAXE JUNIOR,HUMAITÁ,17,1082,E. M. JOÃO DA CRUZ,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,2,1988,E. E. LIBERTADOR SIMON BOLIVAR,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,1953,E. E. ZULMIRA BITTENCOURT,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2070,E. E. SENADOR FLAVIO DA COSTA BRITO,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,37,2046,CMEI FERNANDO TRIGUEIRO,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1490,E. E. AGUINELO BITTENCOURT,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1554,E. E. PROF. WALDIR GARCIA,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2062,E. M. ENG. ANTONIO NELSON DE OLIVEIRA NETO,27
ABDALA HABIB FRAXE JUNIOR,MANAUS,63,2046,E. E. DOM JACSON DAMASCENO RODRIGUES,27
ABDALA HABIB FRAXE JUNIOR,MAUÉS,5,1350,E. M. SERGIO MAZZINE LEITE,27
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1600,E. M. PROF. LUZIVALDO CASTRO DOS SANTOS,27
ABDALA HABIB FRAXE JUNIOR,BARREIRINHA,26,1228,E. M. SANTA TEREZA,26
ABDALA HABIB FRAXE JUNIOR,BORBA,15,1112,E. E. JOÃO FERREIRA DA FONSECA,26
ABDALA HABIB FRAXE JUNIOR,ENVIRA,46,1066,E. E. ARMANDO MENDES,26
ABDALA HABIB FRAXE JUNIOR,ITACOATIARA,3,1732,E. M. PEDRO TEIXEIRA,26
ABDALA HABIB FRAXE JUNIOR,ITAPIRANGA,24,1120,E. E. PROF. MILETO BATISTA,26
ABDALA HABIB FRAXE JUNIOR,MANACAPURU,6,1600,EMEF PROF. BEATRIZ BEZERRA,26
ABDALA HABIB FRAXE JUNIOR,MANAUS,32,2003,E. M. PAULA FRASSINETTI,26
ABDALA HABIB FRAXE JUNIOR,MANAUS,40,1708,E. E. ROSINA FERREIRA DA SILVA,26
ABDALA HABIB FRAXE JUNIOR,MANAUS,59,2208,CEMEI UMBERTO CALDERARO,26
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1520,E. M. CARMEM GUIMARAES HAGGE,26
ABDALA HABIB FRAXE JUNIOR,MANAUS,65,1791,E. M. RUBENS SVERNER,26
ABDALA HABIB FRAXE JUNIOR,MARAÃ,49,1023,E. E.  BENTA SOLART,26
ABDALA HABIB FRAXE JUNIOR,MAUÉS,5,1252,E. M. SALUM DE ALMEIDA,26
ABDALA HABIB FRAXE JUNIOR,SANTO ANTÔNIO DO IÇÁ,47,1058,E. E.  PRESIDENTE VARGAS,26
ABDALA HABIB FRAXE JUNIOR,TAPAUÁ,38,1031,E. M. RAIO DE LUZ,26
ABDALA HABIB FRAXE JUNIOR,TEFÉ,9,1236,E. E. SANTA TERESA,26
ABDALA HABIB FRAXE JUNIOR,AUTAZES,35,1104,E. M. ALVINA CAVALCANTE TUPINAMBÁ,25
